temperature_c,pressure_hpa,humidity_percent,light_lux,distance_cm,object_detected,label
25.227034690502496,1016.3106533726052,57.68813452916282,351.4621401407781,100.0,0,normal
25.915032980253496,1017.301314857006,37.6571805448325,422.5385688692725,11.630213424920727,1,critical
27.390093257849685,1005.3840654760811,40.52862522182729,545.2654250077425,100.0,0,normal
23.38512919706077,1012.2549740031807,78.24372224778084,531.352002095828,100.0,0,warning
28.731549022289514,1015.3691646045589,35.46957202237881,578.7864330360595,100.0,0,normal
25.61224140202392,1016.921498848613,89.27915433640908,445.7637212462613,100.0,0,critical
24.96072440214664,1015.7624497720857,46.79131307251729,663.6968515968613,100.0,0,normal
25.768130897878613,1012.8365262595295,28.460463199680987,489.3055952584654,100.0,0,normal
25.561983735470065,1009.886502400897,43.3350219971418,440.83988784094004,100.0,0,normal
24.057923388763353,1014.1602496867882,33.415325268021405,331.1043470748134,100.0,0,normal
24.024787551855013,1010.8372090609018,48.155617139026376,449.4818623015684,100.0,0,normal
24.458758840944128,996.8015425503569,30.38020516757608,493.4229638099026,100.0,0,warning
25.85868164560347,1014.8981982419298,40.55105002591375,484.3927647735656,15.046906780918489,1,critical
24.744164817038467,1008.2222977969979,32.14842943793942,524.4156363040668,100.0,0,normal
25.797390367244475,1010.5538038350045,93.10812433281528,638.3533462187437,100.0,0,critical
36.93171551399961,1017.1017200630623,44.7310994823703,554.5689094569361,100.0,0,warning
24.314624811839302,1011.1427956700211,33.73990644225743,406.661997489095,100.0,0,normal
23.112298589152566,1007.5270673022353,76.97570510777528,672.0106903790202,100.0,0,warning
25.933450935184208,1015.4298114146363,66.56606194622123,580.5244415215767,100.0,0,warning
24.119911026606033,1013.6537028864304,56.530186312528926,327.6965418584673,100.0,0,normal
25.33290441642611,1015.4622563200408,47.31334915126254,794.6360167893073,100.0,0,normal
25.448679313556166,967.4929965644135,42.620142393009196,657.4380486288736,100.0,0,critical
21.87701355511628,945.7459222294448,42.359039248268395,474.5999621682588,100.0,0,critical
31.932015029246678,1014.6052616666608,48.95676598656879,486.0011348201275,100.0,0,warning
28.739230661009035,1003.0716892180034,66.14953709712873,396.00564696030415,100.0,0,warning
26.158885145734523,987.9620573478991,41.12951094767123,460.22524427304336,100.0,0,warning
26.582063894086094,1008.4530627260264,56.22235448748879,331.7778724649263,100.0,0,normal
27.279111072050938,1011.0631901772359,36.2110365985775,670.4605144725276,28.454529313118062,1,critical
25.37360878495531,1007.7245474583756,56.12418057280847,467.5787935107231,23.10581369029873,1,critical
34.38127788291223,1004.6937841864678,38.3718765109,420.46586254467604,100.0,0,warning
28.36785538291574,1010.7055786856553,53.62944666745037,495.37898365991515,100.0,0,normal
22.907290253259248,1013.1455135416251,52.91888112468799,86.14180460955174,100.0,0,critical
23.797264712097572,1014.5989096707127,32.25605013174665,552.8569685552479,100.0,0,normal
28.1364795178393,1019.4518406109734,51.46024799855048,383.21092239529594,31.827829726635528,1,warning
23.698334548740075,1013.009229776155,45.450690294496965,438.542512118224,15.954465331208613,1,critical
24.723896300055245,1011.5718021625071,50.469379371335336,493.3463165463449,13.095489372560785,1,critical
23.595893812245293,1011.3616892670111,41.863134774942736,324.37820622414574,100.0,0,normal
25.857581279877447,1011.2944604872564,43.66824697411817,215.86539115018803,100.0,0,warning
26.39390880902147,1011.33090255122,54.38499710069313,544.3570630637713,49.68026326420929,1,warning
28.101000985628154,1008.0082297963061,52.87457918781267,474.3213386929389,100.0,0,normal
29.244312394025265,1018.1623263027558,32.845040272367896,441.89191125604987,100.0,0,normal
25.68545069275541,1015.2837660957689,49.558138241857634,553.7250272020779,100.0,0,normal
25.133981434449744,1015.5796960885204,32.49963314490766,215.0067254474949,100.0,0,warning
22.021707164201743,1013.4706213389463,39.24794665854877,81.18661240103798,100.0,0,critical
24.206510042011253,1011.6711215177286,86.50655849027027,689.4540291934702,100.0,0,critical
25.03830983011572,938.2442388282569,33.89287887382645,473.9259563675812,100.0,0,critical
25.4058460417026,1005.4212794250138,57.38004161064049,715.5053207714626,100.0,0,normal
23.882010544236003,1014.700296834304,50.37184480805534,579.3707340900016,42.02205391248657,1,warning
22.829087846207567,993.4498696304958,58.4683719902276,436.745433750186,100.0,0,warning
25.500590620366086,1017.0455803412096,41.83083128050143,20.17949482524569,100.0,0,critical
27.7213171916773,1006.4558980044044,20.843902753433397,196.16242249895748,100.0,0,warning
25.521325666300815,987.8203710192313,50.75869832697112,673.5804723135893,100.0,0,warning
22.164752131630458,988.513050563895,43.831305427746564,428.84881603423736,100.0,0,warning
27.21105186591597,1018.9351515278018,50.10984177623348,362.83941047234197,100.0,0,normal
24.558071652340672,1013.1344291949727,46.66706246358042,254.99181578908514,100.0,0,normal
23.725225745386965,1018.9450826555377,56.36403398391884,431.51044475006285,100.0,0,normal
25.742291746742616,1009.9800740664209,45.6927182997832,481.31873175295044,100.0,0,normal
22.575820216123468,1017.1711633287008,47.18158234823948,578.0458146465522,41.2088126196088,1,warning
33.96616777554134,1009.4958416056696,51.42321294516549,432.7462218212571,100.0,0,warning
35.42551618427764,1015.8470713345051,49.491216398781944,572.7713616428085,100.0,0,warning
25.026003783755815,1020.2676703857866,42.88274533409635,826.4202999907543,100.0,0,normal
23.00139553541018,1010.4761253938589,51.72496021203642,565.6080281841655,32.01274957047067,1,warning
23.217562999786498,950.3682762106416,51.82076642636082,754.4681744516602,100.0,0,critical
35.424628806543694,1017.8752554765174,48.76257848422632,277.29946748596115,100.0,0,warning
22.991718466495865,1009.1610121744793,44.72252090090575,528.1057679043824,100.0,0,normal
25.54315767439075,1006.6162571208985,36.3515476767339,626.3783423999485,100.0,0,normal
21.447995322122928,1017.6370374589441,40.01228527715178,589.3878139272431,29.400817465005094,1,critical
22.309030327495556,1016.410297542884,41.861481850128776,122.57343558514307,100.0,0,warning
24.74298503828839,1017.9468471914107,71.2119462879339,359.4749774988975,100.0,0,warning
25.060381574420312,1016.0430372117837,72.50936402105627,473.6667426026164,100.0,0,warning
23.239559618355347,1006.698428543282,51.79208730621242,487.3715638302479,9.734835447121153,1,critical
27.022926070816712,1019.7073795776544,39.060126139692926,202.67224248747243,100.0,0,warning
25.434833151373425,1011.3668825545722,90.51298545865819,621.9312225976361,100.0,0,critical
26.73063380404076,1016.8204803924814,66.39393716569084,361.3784298631482,100.0,0,warning
20.05671099974542,1009.0155237226476,49.61657701744432,475.6345536748409,100.0,0,normal
22.457158445749727,932.8695921844137,35.73371202907197,298.21074802790713,100.0,0,critical
25.722289540693737,1010.1045984576028,39.893249118855984,342.6352729894817,31.25084453794737,1,warning
21.319341927531656,999.3448014008129,38.56822080954418,589.5305743447622,100.0,0,warning
23.414958523134597,1012.4263177926655,49.03989823184366,603.8906233004145,100.0,0,normal
22.116311148000577,1017.2866538278031,89.94194411314582,353.3574954115815,100.0,0,critical
26.622793108983185,1007.2586835562369,69.69361091320472,684.5518302095063,100.0,0,warning
25.652266044484236,1006.7444321180735,52.392216153655205,477.8117436268413,100.0,0,normal
35.411730536193105,1016.6078125256307,43.15306900924185,674.3912795985241,100.0,0,warning
24.49486369721368,1006.7610840901757,58.05929043145308,328.3830346447241,100.0,0,normal
25.27659623359982,1010.4788951803893,43.53738151517365,445.34987704261573,21.8188996561731,1,critical
22.321676528927036,1013.7987168352537,39.57986342492962,486.6815633873918,10.598114694914738,1,critical
21.338463103210266,1014.0032590197784,47.90056652021188,664.210634536721,42.69164835100607,1,warning
23.988687280125117,1010.1370666807684,49.28113148364257,166.15533733875458,100.0,0,warning
22.241361543970946,1009.3453498002904,44.734984217009625,715.3469436221345,100.0,0,normal
35.03691679200429,1011.5387011904911,41.24680775979352,577.3553895581236,100.0,0,warning
32.26416218722711,1016.4433901184271,47.97996567832,691.894680217925,100.0,0,warning
36.23849097566018,1017.2349854384473,46.39854215047022,519.7586186430283,100.0,0,warning
27.30225881191638,1011.9048409282376,54.549158924585825,94.09923225744372,100.0,0,critical
24.301121345566088,1009.1371562562188,48.033224949809,647.6266610780945,14.840888006936051,1,critical
20.848823981842934,1012.5696515360455,84.47099301755006,460.7964544176363,100.0,0,critical
23.929343628092155,1012.5473335884792,47.655842644552116,156.40485284156364,100.0,0,warning
24.958196812071705,1013.586636916544,55.221319166307396,429.0114333397004,100.0,0,normal
26.11958089586208,1018.4039036277732,51.67137723639123,555.1016095074124,100.0,0,normal
24.874670952934874,1003.7468417915258,51.24274249293157,305.02424118764134,15.846098071381105,1,critical
28.795534033491954,1008.260536413655,38.32541563606734,40.532536064695336,100.0,0,critical
32.886583036045906,1012.7358599771262,33.623947800739735,632.6072875763491,100.0,0,warning
22.759154680176767,1012.4503114231491,67.55872867335636,443.7700481707981,100.0,0,warning
21.96425250663838,1011.2148539959669,52.12306530815829,191.03594109012016,100.0,0,warning
23.395014533576706,1019.4940566242352,37.15266045631762,340.64983139752724,45.49307062362364,1,warning
24.66704522610396,1010.6510165268693,39.319935106639825,535.784033371789,5.2979495744560525,1,critical
26.29096836228215,1023.8162736165273,42.53777412037599,526.2980393196726,100.0,0,normal
22.99556596214655,1009.2378238132349,33.265718475074586,439.8317423737236,21.80959608229259,1,critical
25.534100531738517,1017.4481539781171,45.6582719142034,627.8576450078422,100.0,0,normal
27.673840875129425,1018.9128286353043,44.14116167428787,619.9302839213493,19.11476597333659,1,critical
23.746065884424464,1022.0622427899847,50.662015483643806,432.50398689268786,100.0,0,normal
48.52849733636545,1009.0035714306687,35.863374087244964,503.4712236873861,100.0,0,critical
25.63904934156591,956.7279609578154,46.11909786271302,619.5341857893354,100.0,0,critical
26.739871304896052,1018.5758338704451,91.59775251888138,519.9330972725461,100.0,0,critical
37.70553884739739,1016.0996316619791,36.287359070817566,481.3014230805077,100.0,0,warning
25.62910434107354,1013.693229473559,44.898849501265765,25.253038963644446,100.0,0,critical
26.244414288086805,988.2361101876468,53.31289429936215,490.90828561574483,100.0,0,warning
25.9478681984227,968.4873311428544,57.149746821734354,579.0071014306989,100.0,0,critical
23.65502880798733,957.2713975105856,31.0622264589178,434.47498414199345,100.0,0,critical
23.481734676892604,1013.751968932381,47.734047806217276,725.1405007059063,100.0,0,normal
21.69283576875033,1014.323069220341,51.076769527085894,58.83656892176566,100.0,0,critical
23.581747230196175,1017.2723031339734,49.388238868278194,200.34671765733418,100.0,0,warning
21.61408637160923,1012.5083018660263,37.091271142792664,367.5692819341075,100.0,0,normal
24.901072580695136,1016.374097460833,36.018223827501615,545.889169542086,100.0,0,normal
